Unnamed: 0,Sensor_alpha,Sensor_beta,Sensor_gamma,Sensor_alpha_plus,Sensor_beta_plus,Sensor_gamma_plus,Insect,Total_minutes
4032,-0.7392744192227635,0.08475704885641384,-0.47709638005564,-147.24758791528146,65.18881868038453,-110.80064721834768,0,1359
6536,0.6261230836769702,-1.2529598594448323,1.1977893716570103,137.11879711091044,-2.7554200275561294,-89.91636352382753,0,1195
4995,-1.117054057013854,-0.8655364774337728,0.8126851957855079,59.47464802389523,207.56512525867404,18.401168877785526,0,1303
4166,0.8313453143773543,0.5628736850270829,0.5316996559443012,-63.86708363495826,93.8932146927194,-132.28803275503617,1,1276
1112,-0.51613806661885,0.998249889566434,0.734277877264704,-74.93215770637227,-60.8993993332693,-182.40041222846423,1,1308
776,1.766859647084506,0.9835071300326572,0.006544623069527289,-20.67293364971584,75.78207940012422,-75.01150707481162,0,1265
6614,2.4245865090312453,-0.35420203921400506,-0.3177268688036323,-124.31728744798454,20.72040608564541,83.77017806207407,1,1303
4747,0.20292207750050745,-0.2805486390055602,0.4703491484558805,-2.6143781691348567,-10.360163699932142,118.34575974139902,1,1270
2906,-1.4768051033396798,1.1404494071303535,-1.0113690697646183,-208.9600692928249,114.19310975290313,-133.91252767896938,0,1121
6943,-0.28600363752472174,-0.2687102900366527,-0.3641673820334699,9.05858733040762,-230.68128733311065,-95.32577329965729,0,1259
4531,0.27415819293018834,-1.5088113061895996,1.2347248159927302,-21.99570093587774,8.470323746848319,-133.99423090421556,0,1330
5062,0.9889938062850343,-0.34391375763454424,0.45066599521086015,137.90583197005307,80.54313449763211,11.784690296859065,0,1237
1851,-1.2992710658897848,0.28528403205036884,-0.5215155734326125,55.61717500276079,-37.86489506057477,-98.81762183069227,0,1348
1963,-0.5303523879901181,-0.9049021313596541,-0.7977238318353349,131.83561577494055,-120.99960261924863,41.579391786347294,0,1278
4909,-0.43701520820230244,-0.5476623980165872,-0.23208434747821033,-13.573576021516454,116.90397767677108,36.06490135390714,1,1337
3882,-1.6146362537585335,2.3592394731832584,-0.1736177250980602,-50.35317803524655,105.65962089475316,-136.50433523686783,2,1138
4418,-0.9125410953060514,0.6135892920359355,-0.05214424931204312,46.415509718949565,109.62661802227947,-13.85428449175878,0,1244
485,0.9083338552478192,-1.3314101006310688,1.1060597239562522,106.3898567224726,-66.53178685815983,-10.406575786696443,0,1165
4411,-0.9178934571680064,-0.9597706032346409,0.24372403313806987,38.517606537948666,115.85080629781712,-76.09127096663723,1,1319
5359,0.6552183185578361,-0.09827896832598278,-0.6832636853378142,-143.13041935627834,-54.36363718992118,-76.45445001774894,1,1280
30,2.5208189786664574,-0.7944572962861783,-0.5755770140126371,8.54747252012713,-52.09048884645004,75.36632988908197,1,1313
1879,2.0637201138388868,0.2642134690456058,0.8654934408342867,121.17254691780258,66.65022430057033,256.80530378639526,0,1368
2283,0.554193494282947,-0.25189641799715484,-1.126937451293712,153.47145585969636,-46.57178917478061,133.67685252748012,1,1275
6494,-0.17152505377925098,0.6734671095337783,0.7068605339913954,-54.52704440825183,98.68803200656656,184.6436121778392,1,1309
3214,0.28764286751596657,0.05285520102637807,0.0720304660876414,94.54101409997072,0.6637775905769872,-111.01478590794332,0,1179
4504,-0.7769191798582464,1.3322741367434834,1.0194243496501114,-127.73814621252122,-25.924790334522086,-96.64907414152772,1,1283
4772,0.900297331939361,-2.6003578219445074,-1.3406503265177723,284.6338988520731,104.34171132695228,163.1954309827483,0,1424
3260,-0.601498502669717,0.6274495742733209,0.13001607812472157,-112.400801878193,13.91833969442066,-261.88522012390433,1,1319
636,-0.2246093245716569,-1.4072802596173148,-0.521747302662437,234.90885913106112,73.47846062441084,26.79899069648275,0,1019
4801,-0.0012497050594206872,0.8887881348866857,1.0238832106710192,-39.56828905151002,110.04351089810032,-130.04508733756356,1,1308
2348,-1.4355334809783435,-0.809134593445958,-1.0032869362027514,30.194470228533536,-15.722954012883044,89.50901759961755,0,1238
1083,-0.4411182340709005,-0.4200208428789601,1.0696946771959015,61.51558531814529,66.22917490531637,-153.05846851378791,0,1164
861,-0.010136879155634045,1.8668372524152652,1.8109228398928263,-89.4619918911691,-92.5073036347436,-36.55550050706015,1,1274
3080,0.6189312742646103,0.13691040309249244,-0.9516364183011865,-197.1760793713384,-18.6431789167532,43.580516363697576,1,1307
903,1.2490493886201426,0.9295976211364387,1.3737661379918105,-60.25765634758831,48.31676280577187,94.15541686127725,1,1268
4342,0.21474638112164193,-0.41878500105144023,0.480745402693961,-37.29530679560309,81.93759500710422,-135.8956993757013,2,1231
109,-2.4172688795660857,0.4790440594156168,0.6560786309331995,-25.450016679289167,-4.056925726863472,-54.22861510697572,1,1292
6733,-2.4346010748445703,-0.4197845446187124,0.8018041818995915,140.30134897476754,-74.88112414396102,3.5704997166924235,0,1200
3703,-0.8682625026165293,0.3429904821696751,0.4280445768624252,49.74015008385007,-17.55689128118134,20.989896433541,0,1288
5776,2.197015347594073,-0.09590687597838417,-1.1110424078235588,14.7414295855537,133.99354214718414,-233.9486331234185,1,216
6768,-1.986203662410513,1.042465865843568,-1.2516256942139692,134.6815609401844,28.235749030064987,148.98665123325802,2,1353
5876,-0.14072109589136417,0.4895045155380166,0.8178687659164928,146.47551323306303,14.16281188464644,28.014898550059847,0,961
3745,0.9405544090672354,-0.4844748889235125,-0.6733539395263178,-143.19353035917285,1.7361832875642746,-28.834961846967133,0,1207
6069,-1.26082557798777,-0.5079686488076051,0.26511579162024235,67.27011097177827,-23.937325996655748,-368.34551992634863,0,1255
1831,-1.1533760939796944,-0.4905573976376063,-0.39699636751893974,65.88656372669975,94.2553388530516,-21.398987909207992,0,1375
6572,0.27691151683667364,-1.697391550739532,-1.9561366704901688,115.58848481999853,10.491015563950231,73.5892447185107,0,1345
782,-1.7144045438381634,-0.33614787729694406,1.0175009844984837,78.13268804415648,-190.875798298935,-95.62643528169404,0,1169
6836,0.7667295571424265,-0.37209251210993693,0.2534044178084489,-59.61746005088193,196.7452775807846,-5.254382348056829,0,1236
3296,-0.0857688448969381,-0.08384336806538821,-0.22437797965344372,101.63781926666454,-147.55090179661482,-70.49070676005412,0,1354
2753,0.43795956370091677,-1.2182390317856293,1.0531058842616763,-107.76494451134812,26.998557306112293,-41.29665861394147,1,1262
5209,2.0285197896326896,-0.712675427888992,0.14015651640681628,-12.9230945645047,-193.8296507162588,106.10699030413386,0,1373
1825,0.2181372211709228,0.6282752124826039,0.6316304424954937,-79.28663869289866,62.54795662788168,-101.76253197999318,1,1291
1094,0.5484812175972187,-0.7375360964486358,0.2373338610121999,-73.24227306692872,-98.24528442365524,237.8020422239613,1,1273
4897,-1.5015158157071866,0.5755725680417075,-0.4178844841095144,45.42599511186521,165.71167844771782,-28.98680243321233,0,1347
6924,-0.0889031475530246,1.0933391203482812,-0.28220640179872714,-72.83679002020665,-192.58563888530912,76.64638113728479,2,1340
2588,0.7155767351929383,0.7227043313600365,-0.9217464795274872,-31.12276040739244,28.387342092537875,-34.73305720261638,0,1124
4235,1.3081109887623332,0.2513766281194967,-0.35003281503495476,0.7637382132263615,164.86902958823802,-198.57453625353384,0,1325
2550,-0.8427882249907611,0.24079843798200523,0.16944159622718086,-75.5248041693226,148.99796906371083,60.99491585110572,0,1102
6617,-0.8034644794595426,0.9203050558350793,1.1633734144789836,-53.2046684555764,-127.56399100955105,-144.4669710849066,1,1290
1654,-0.30149113975184455,-0.831481136605042,-1.1929086346125173,52.94891692175009,-197.98320474992008,30.20141451360441,0,415
5729,-0.17252244671493205,-2.6685540845774898,-1.8544870466287786,245.09883939448952,-67.22038870710166,63.53248631449747,0,117
5355,-0.7541882863845241,-1.4319538275176569,0.9980250432467805,85.79771864162333,132.46074145493162,-53.90506557437445,1,1304
2328,0.12412061948980023,1.588859791590558,1.9097601899602847,-62.46478281600547,-73.94291737375835,-5.45198268251631,1,1260
3786,-1.1268112978455909,1.000794904174589,0.2742390480731908,21.37779336200325,110.708869645416,-52.71847469861876,0,1379
5026,0.3395355044184033,0.0479579708762277,-0.9407267122622295,-108.58682354060964,28.635636228230325,91.08775842691988,1,865
3544,2.7065276092945822,0.9609308904304019,0.8327065073686771,-68.9426263136113,-162.6554016292336,-108.45223918671935,1,1316
4960,0.7119409505386382,-1.1549749485690917,1.6744970063979414,185.40874685428432,-48.609978175808806,54.40198453923672,0,1284
4899,0.9008758509216518,1.8760569065225805,0.7670615629624079,-85.71203513996039,47.63705807976748,-3.5906946353047817,0,1114
6807,-1.1235733710693967,-0.19915623592456114,0.9661601146713489,2.623755299050212,33.81783551541445,-98.7257046930956,1,1291
6948,-0.6548145844289163,1.847286526860659,1.7039577678396978,-93.2831717336309,-75.92324487796235,-21.459380072744167,1,1312
5111,0.29554560500422217,-0.8842230873927376,0.9843013642654136,54.332766816604526,118.5384703045397,199.16886366743955,0,143
1204,1.557034842823368,0.10056652483300714,1.4781876480539693,140.23302085711003,-58.36304219997498,-120.59730026908052,0,1252
2617,-1.085811062823114,0.02639408679031724,-1.1421765686584504,-53.81793936031435,-69.96550920404592,-163.9001383796446,1,568
4726,-1.0263906024165732,-3.090543645832095,-2.18050385988991,284.8305892097735,114.2409118351285,127.50235756916256,0,1234
6999,-0.9249988729105911,-1.2085801070404867,0.8233063023339648,38.72856460374359,-39.05046569461789,20.356710888361626,0,1094
6080,2.1614473265881333,-0.5965620201432172,1.118741478360267,139.77261278134114,-45.60854635416525,128.2298876762294,0,1189
6962,-0.6670336924130299,0.44369650089571916,-0.1521347666426478,-38.20593032650592,-17.983434741920313,-130.3912849546164,0,1254
1770,-0.9893287487936612,1.2204979220389875,-0.37335063500052146,-81.73812026890846,0.3613959169301879,-179.85493790631492,2,1138
829,0.6540519659212325,0.07192829926469653,-0.5640970366947543,118.51512591327892,143.877558095971,67.417974460699,2,1152
3429,0.26951040456187303,-0.6299469071953623,-0.048846138606542557,-22.86632028706682,-51.24620238563355,184.7377320444529,1,1292
2431,-1.6401505115754127,-0.5578329772364579,1.1820178407875401,257.0953057787735,-47.32912793770871,-32.347936380216815,0,1228
627,0.45456021499860777,-0.06653881757954179,0.3152945404841933,-26.809836020186207,154.69621621933356,118.51206938620926,1,1304
4099,-1.0698763727985539,-0.9240153806947381,0.522614880588896,-73.90454494126371,-132.74271347736573,-206.4337950759927,1,1292
925,1.0023874638438268,0.5977489049188058,-0.4951415103365855,-52.49699542650732,-136.48934130539703,141.6208810254553,0,1129
295,0.28710248366965746,-0.3791660196882716,0.3410356574314577,7.562996192972582,-110.6989252259813,94.53263241270038,1,1309
1052,-0.3721861054944844,-1.0073019777742298,-1.708071837919219,36.84272980561389,105.0971444964153,87.14237803788615,0,1386
2571,-1.196932172073659,0.8129898144748796,0.06725879647776574,-92.94661625718742,54.31975578678312,183.18315968682515,1,1285
3519,-0.20663464997337175,0.8724433227276837,-0.9853167994200952,100.74581798919928,15.257760543186343,119.49132236784152,2,1336
2215,0.9826305808050384,-2.6253720966300054,3.32450664817461,-39.87685077046395,-2.94940083379737,122.81043534378456,1,65
944,-1.0197604450350064,2.436581607780977,1.6351342915844433,-166.36451838898805,-28.98732013420408,42.17195654304825,1,1293
5564,0.34714943737477855,-0.39683518966260345,-0.12090931436495672,-167.29287048793202,-91.39872759066822,10.004384899765162,1,1260
5803,-0.7256881000364833,-0.11231894755950697,1.1149143297662287,-61.78419778900668,127.65602722634088,48.603018167680005,0,1132
12,0.7482014279674392,-0.047294065171347585,-0.4577904298993601,40.239077740543216,-14.411596765775354,-151.78983290240052,0,169
1117,-0.23959594324708647,0.9009843958587186,-0.028280098362854906,-119.05141568359588,77.9167314839459,170.4383633983263,0,1238
5091,0.08441739823133879,-1.806720962128109,-0.7626658486521725,241.55565805448788,-19.122021427615323,100.7852175387618,0,1244
2706,0.32133435847048625,-0.26429744292488255,1.3250794536959893,68.12752856778343,98.29745926894851,16.938998741865166,0,1080
2966,-0.045466666888573135,0.690330931324901,-0.3180112842016184,-86.91576717153286,-48.679879079018654,-174.46512510631536,2,1123
3698,-0.46621936788950513,-0.4668074385217601,-0.9135734494242574,127.5835183344746,11.139546968208007,-5.256866848756492,0,1149
1319,-1.5075950249443766,1.1700203233049038,-2.7042177206970344,-168.49420672235786,-72.0542049590893,-102.85775604998952,1,671
3896,-0.8564585859268075,-0.7874629456647179,0.2204114714786428,-44.90586068513303,-24.49585373986137,-109.04619655925396,1,1291
6842,-0.4491605557724726,-0.7951787278834006,0.46162691368311065,-118.42580604907198,66.66071859308364,203.3338038336877,1,1283
6399,0.26025964192079565,0.09736883093278866,-0.23948055012972175,64.19819527080736,11.719873782530208,-15.034884813703131,0,1250
2771,0.28513082101868215,0.548625636442565,0.4002565848434092,-10.564014180549352,105.726227044747,-54.26163963287721,0,1177
6029,0.9373897676313682,2.084587741575952,1.5844216929761223,-149.82033708781185,-127.9853630488302,-9.979821361919598,1,1285
4217,0.9662432574973993,-0.21079533131369038,0.1053424433188638,-38.02798374202968,-92.72535488595751,-81.70889400831292,1,1281
653,0.6299068383008817,-0.03073920832105035,0.4778719575760576,68.62586668195412,-65.44050051636277,111.39960806926464,0,1309
2457,0.16015866512144006,-0.5491771815974773,0.6034044675922334,-329.7027368620865,-66.52011078674613,76.71493947537174,1,1261
6754,-1.0100054851136988,-0.6416562845793852,1.8242984897385994,143.72105797233218,-74.1047833875554,-174.97839442633187,0,1260
3931,0.01937768446347263,-0.7890614611795675,0.18732154151548872,145.66547014653693,-124.0262235813786,107.18800615257835,0,1346
5213,-0.09579188715838899,-0.17269912529326498,-0.6736175829328798,46.499635499802096,71.30570504751404,-90.80549461280096,0,1204
6829,0.5996921021380431,0.9447833754108332,0.14335948370795987,-7.575035048715694,183.11863993208016,-11.228996777652728,0,1321
3660,0.5714596861178606,-0.4381098098092358,-0.7057226989641221,154.0765617169384,-55.57878795980581,-20.18527171670404,0,1237
6007,1.195871252501737,0.07807339948510962,0.4598551228143886,-25.21864279533668,129.21188887713774,-132.43560342967345,0,1178
5094,-0.11394460828307042,-0.9805771244169286,0.05245211872979949,159.0238700490328,-157.47372129713716,-76.8474168551258,1,1283
2303,0.37464137152280746,1.1669970232147846,-0.2197474562568017,-82.65936896624699,31.26674533117696,61.327086648027965,0,1374
5001,0.2965604388543823,0.38737871910814486,0.444610081213568,126.92264108808,21.225569148815296,31.496458338308265,0,1301
570,-1.762831328476718,1.2353402545509646,-0.009080039079690632,-104.40832935680746,10.066771635523535,86.42185567894927,0,1127
1448,0.10651458374870905,-0.2368184695013859,-0.7969609217536804,54.6317016395747,-20.115284563730786,-73.18093837032531,0,1256
5163,0.6418716929360915,-0.7104367747690244,1.8110594440521162,165.59506307673936,-83.15226782367559,-35.81801675094429,0,1217
3346,-0.5876105714841473,-0.4151362580893379,-0.4058979909993046,-23.70509729193796,76.04529599293373,79.85754229700656,1,1296
1745,-1.8485652874201217,-0.6667251135850448,1.4218011642057262,83.43732781797988,44.692691269417786,-38.65503028671139,0,1184
6576,-0.6121141992517675,0.41983167860949694,0.8166897198108836,-4.422622995104764,-16.601768507599452,3.364443873534426,0,1084
6136,1.0317827719949375,-1.3974117329235125,0.07207946463029184,130.18448839535114,-232.74007559280992,-235.0173012890944,0,1337
287,1.248048992724476,-0.4453792771629072,0.9741673702791844,46.05677593052474,17.065586757179783,-19.214892649899674,0,1267
1738,0.07159814769919896,0.24591790188176954,1.1668809797947683,224.22242222673933,2.6382745564920533,-120.88401063243816,0,1222
4370,1.622421621859277,0.03455786924418227,0.5135693943553735,-23.29560629688816,8.943106525162419,33.471846202973246,1,1316
4515,0.7306984021961858,0.5070019349271786,1.240783569484233,58.95344199688246,-58.53000926654812,13.950644042724154,0,1235
2707,-0.41245526709336655,-0.9603642126668149,0.57898477062777,-45.66325917317509,-130.91362083901805,70.17197195336945,1,354
3782,0.9333519458881158,1.0349906097663497,-0.8485844514907744,48.5381658793023,50.8106783006699,-31.901841022528053,2,1289
4161,0.7591942179683709,-0.2011056699100879,-0.8310414488304009,-23.7554981237815,-3.8669818406005536,-1.8148960165623829,1,1286
3878,-0.2675393356026732,-1.3817051398060125,-1.5173733041923272,135.5929351194003,-65.47342290733646,128.74547070093962,0,1313
6393,-1.1726454506094173,-0.5537754383635622,0.46792317528935096,222.7309139925772,30.28120767229165,32.32624668361556,0,1317
1684,-1.3016722264267115,0.9276534457407518,0.5486142448753665,54.77474921694211,34.59562982163594,-35.350279532565175,0,1375
6445,0.2275717796873856,0.6576684925948607,-0.07480890489714556,40.25038582259591,9.41404243143624,129.91342258401428,0,1098
1338,2.281845042834062,-0.34500680904576775,-0.6580816254420947,3.281279399414272,16.05668770770918,-20.760875782465995,1,681
5782,-0.5985605999272776,0.1887374451946475,-0.06475660880667786,83.09113032909818,-10.533160221481564,92.70978997051536,0,1074
5740,-1.245061591120488,1.621644708898404,1.7351708773636718,-77.43626534252886,178.33975074849954,72.14329809673855,1,1283
3388,0.6590187715390421,0.02220360571385961,0.23774425340073485,-18.11385922359011,-170.02462719282218,-8.872445167318341,1,1269
5613,-0.06452310692392453,1.3969495301765944,-0.24422930827402786,13.45980854362626,-44.08977430034376,132.09947533713682,2,1321
2258,-0.36454993113884016,-0.4112121803604465,0.8496420398364256,204.44844233553647,96.16971876304471,-20.228949577371864,0,1188
5166,1.1775278202886834,0.9994128759299009,1.362144611125842,-51.1872062265966,3.7942319956948993,57.7287182209735,1,1275
5495,0.1388484269399686,0.5600146779496165,0.26889614497662956,-75.65308473666062,13.665857574467251,51.75826134919059,1,1270
6204,-0.8345338523929923,-0.8282306385741894,0.5427423902862178,-142.9456983319199,-4.534170091129357,-54.2637315171058,1,1302
2470,-0.8254976155266649,0.25783297216540857,0.6544843394420128,-29.578814583511427,101.33309109395854,-148.16225048335917,1,1300
4563,-0.1725014228764701,-0.27546041612911454,1.4528913684654716,38.637745996048565,-29.4069110889225,170.74161670912773,0,1100
1564,-0.7390204778745073,-0.711387592727631,1.0268703863590434,71.85409367136911,49.068408379510345,34.21931082948607,0,1322
5337,-0.08720242074935153,-0.4129749105045736,1.013171776084438,103.69254620852226,-139.47758284528334,-172.0502241101161,0,1154
5195,-0.7725486435842533,1.2691370013402863,1.5391532238559935,-76.11770694934961,-76.75253640728637,-36.414446053992975,1,1261
4454,0.5271143460380397,-0.4496562741935372,-0.33805163067225485,41.90354302621134,-152.09514972964158,-5.547341046820355,0,1222
2185,0.8273684852651476,-0.2144108174388769,-0.3886562050402569,102.09993649478272,-142.41562107273842,-21.697564673087847,0,1217
6654,-0.39382792091934093,-0.06927337984106899,-0.0008323805084792206,113.18355621653912,103.26458210607888,-124.47407928005238,0,1322
1231,-0.9981469525719768,0.8678439986418106,1.1339068775041263,-44.97256377644834,41.62735123166595,68.03372498245966,1,901
6737,-0.9496255775154924,0.0077021548311571545,1.1130124090468942,11.917233897457768,-162.44793010357105,223.15426733318512,0,1218
1258,-0.8642762462231878,-0.9390751397710043,-1.712633511587809,91.77031888516636,-10.27304423280507,-137.17814221091788,0,1141
2254,-0.20392266058750524,-0.3973744171951664,-0.20224209944694643,198.4974749755308,50.870088552442695,-30.32515095616286,0,1357
1951,1.4277676265298553,0.26154698577335583,-1.2697857835199067,-184.2831962366496,109.99370277446532,-285.1361987126563,1,1293
6502,1.3376235436869792,-0.1835219571782117,0.1809393033569919,90.13664463338844,-31.75383261190985,-58.379308058597246,2,1106
113,0.7112987440579724,-0.42734569055816274,-0.1374327097628314,-141.4421136286642,98.07987965493548,-190.5058295527971,1,386
5938,-1.1362873170278944,0.578222510378773,-1.9213205186311961,-116.54834275565342,59.877441108859294,-20.20227699109678,1,1268
6835,0.09666777304528841,1.2027726399374714,0.6480722648188277,-86.49826029952735,-93.71277977904988,97.19089119865971,1,1304
5473,0.5832027074745879,-0.08331230976377092,0.40932666835563175,1.712553777002379,68.21811923308235,-5.542647206996283,0,1147
507,0.3510030866086304,0.12905979975923068,-0.6156900110559246,57.83822430913356,22.19050359074716,36.053645550160766,0,1378
4434,0.42411662340550194,-0.592187246173531,-0.07040285973368614,77.88787417419225,-42.059175870567,-17.414331454352922,0,1177
3497,0.9000979203514227,0.44559263631126766,-0.40144584453942955,-96.46240742990985,-14.606960726435531,16.38778122295429,1,1286
4159,0.7324205767190811,-0.2072370260562698,0.6797591004161753,-30.07018843921012,19.743640989735724,43.09333447297921,0,1092
3692,0.7058418010756862,1.3052349462014552,-0.0077751996551676935,-146.3665729305823,-51.10544868514357,127.4084629469743,2,1173
3780,-0.4201750450253848,-0.31834728570750903,0.42122227369535864,21.85014452578597,-148.20001289768078,133.93391257079384,1,1270
4048,-1.135815495888603,0.9228832850324579,-2.3613391134829103,-158.45530863639016,-5.491125625168695,1.916996629071368,1,1294
350,-0.8375771199427474,0.22445869150880707,-0.15838711540034872,-118.91424465411906,98.64621876526002,-131.75744509075236,2,1157
5556,0.675366128581977,1.371177325747159,-1.7677678940604276,109.86825703962668,211.5647406398688,-171.8734671474009,2,1322
3499,-1.6302845028997937,0.41903467305675046,0.9466560536625701,163.8310531240304,77.77237270632502,45.180894192471,0,1312
4147,-0.7919849610268813,0.98310789063654,0.08528150231495359,-25.15914673966918,84.76949153010204,-128.892702037015,0,1299
1114,-0.3342321712508726,-0.47128288061605095,0.10967410793105349,-218.1964683216281,-92.85333078190764,318.7821681194746,1,1311
4927,0.8845517793140595,-1.4550941570076885,2.1430345141753726,243.85706786850773,-249.75087203318327,81.0532293108872,0,1336
298,1.5611376300019206,-1.1003210157008496,0.8988644397617075,-83.46027385171466,-122.69605406410456,36.70470749003543,1,119
6155,0.9832237659814105,-0.277902239612017,0.3552742982187439,16.942801348052672,24.901398390953503,72.57334442294042,0,1262
5551,-0.21618879212183917,-1.3981130903688777,1.2574008505981054,122.456762539358,5.39177621748356,56.94116418003211,0,1349
4528,-0.6315729098080782,-1.1572756244145659,-0.7045201372658751,74.61762171504189,59.69441796134832,219.40308480529467,0,1150
5327,-1.1043222953359721,-0.5804122122166455,-0.5812748160515412,97.17088650600824,-60.02965723871815,49.13269779399064,0,1205
5710,0.621657000247659,1.043591481229594,0.40431009406714563,-103.96412765597996,181.3872979783742,50.778586839746666,1,1311
5174,-0.5451430490907162,0.5931344302958401,0.9804399303614555,-25.28337338386873,88.89259258640749,27.83581292193309,1,700
229,0.4516702552596923,1.397891407156592,1.6669324741619453,-76.72951548415747,24.25960128367741,72.29883480932097,1,1298
4055,-0.035333445956146084,0.22444627202114698,-0.5066269037123884,-160.48074124815744,164.62079815283312,21.62085777849083,0,1219
4999,0.3150930168196076,0.03869966308038752,0.8257069202800033,-82.56868375535838,-10.17895200443766,221.11872024377584,0,1255
4844,0.6151773329399011,2.0790711501933603,-0.8101277974839182,24.836281419479167,176.36567251645965,118.71429157828896,2,1097
5212,0.22434734953265753,1.8833130834949279,0.7041335661514051,-91.20930150082252,-65.17731258324228,-53.035408573608855,0,1148
4489,-0.06567855893690915,2.4721831081992542,0.7966879679156096,-192.5590332394899,-72.88746272334674,-36.45518318612847,1,581
2103,-1.2700369123399249,-0.20803518416789027,-0.45854049056060575,12.629814271013462,-47.8727667121864,59.57490049011728,0,899
5501,-0.5353899657669604,-0.4503626353783063,-0.27870864285605707,190.64063749739765,-10.906702600248709,27.1356561913225,0,1107
2646,-0.9441619750897176,1.0215929995892672,1.8284026450291904,-17.315373794690025,-17.39809577439379,148.76946670142718,1,1294
5561,-0.8155131171483626,-1.0657762976360705,0.31718413244934285,108.57526499415262,-77.42577619583216,43.01901288825567,1,1285
5167,0.46028691928284493,-0.7020539292551378,-1.1214043456250218,70.64681972776935,-86.87692192440035,-76.6685331171144,0,1282
1614,-1.436876742610525,0.6903286185062231,0.17290773751178207,30.37975099228466,-176.40984177309116,103.256480356973,0,1278
607,0.89873297195049,0.028824278842110446,0.36362655071204114,146.6843488229867,133.4319066722227,46.60420993184589,0,1353
3254,-0.46347404436017314,-0.2825154709226742,-0.18919917263722968,55.12124993569203,83.20150528573575,-116.69609416829128,0,1238
1093,1.1253176050373945,-0.22317291593361907,0.17588571372857592,-21.87104248017533,27.3891340884105,129.3075523061572,1,1287
5664,0.4227487084296695,0.6595190284147934,-1.8764117128867936,-173.0407515251034,-48.733209917327095,-55.84415385684834,1,1300
6877,-0.7563045531181269,2.31836280099038,1.9617337321506694,-139.9075796618206,6.362883507728917,-115.39319749562438,1,1292
6643,0.16320493820771262,-0.9957079026054818,0.8340680652171875,-148.32569508032427,105.30925272822434,-30.252263546476566,1,1289
203,-0.8793432577248324,1.3452476706291527,0.2678397003669948,-61.416355452463065,-3.580789343338349,-52.50311855516162,0,1185
3164,-1.2592583466064473,-0.6034812893757796,1.3840557739005532,107.69173268061164,-13.71215737400292,44.37878403711481,0,1188
3910,-0.2501397803618991,-0.4596023136122931,-0.1747268393927756,-114.9294756071435,-10.45366116761798,-35.93915176983897,1,1319
